"tipo_vehiculo","anio_inscripcion_inicial","mes_inscripcion_inicial","provincia_inscripcion_inicial","letra_provincia_inscripcion_inicial","cantidad_inscripciones_iniciales","provincia_id"
"Automotores",2019,12,"Chubut","U",469,"26"
"Automotores",2019,12,"Ciudad Autónoma de Bs.As.","C",4703,"02"
"Automotores",2019,12,"Córdoba","X",2003,"14"
"Automotores",2019,12,"Corrientes","W",425,"18"
"Automotores",2019,12,"Entre Ríos","E",462,"30"
"Automotores",2019,12,"Formosa","P",149,"34"
"Automotores",2019,12,"Jujuy","Y",232,"38"
"Automotores",2019,12,"La Pampa","L",203,"42"
"Automotores",2019,12,"La Rioja","F",108,"46"
"Automotores",2019,12,"Mendoza","M",722,"50"
"Automotores",2019,12,"Misiones","N",292,"54"
"Automotores",2019,12,"Neuquén","Q",531,"58"
"Automotores",2019,12,"Río Negro","R",343,"62"
"Automotores",2019,12,"Salta","A",698,"66"
"Automotores",2019,12,"San Juan","J",256,"70"
"Automotores",2019,12,"San Luis","D",240,"74"
"Automotores",2019,12,"Santa Cruz","Z",232,"78"
"Automotores",2019,12,"Santa Fe","S",1898,"82"
"Automotores",2019,12,"Santiago del Estero","G",180,"86"
"Automotores",2019,12,"Tierra del Fuego","V",209,"94"
"Automotores",2019,12,"Tucumán","T",593,"90"
"Automotores",2020,1,"Buenos Aires","B",12858,"06"
"Automotores",2020,1,"Catamarca","K",357,"10"
"Automotores",2020,1,"Chaco","H",1006,"22"
"Automotores",2020,1,"Chubut","U",1048,"26"
"Automotores",2020,1,"Ciudad Autónoma de Bs.As.","C",8007,"02"
"Automotores",2020,1,"Córdoba","X",4672,"14"
"Automotores",2020,1,"Corrientes","W",1030,"18"
"Automotores",2020,1,"Entre Ríos","E",1111,"30"
"Automotores",2020,1,"Formosa","P",398,"34"
"Automotores",2020,1,"Jujuy","Y",582,"38"
"Automotores",2020,1,"La Pampa","L",596,"42"
"Automotores",2020,1,"La Rioja","F",247,"46"
"Automotores",2020,1,"Mendoza","M",1569,"50"
"Automotores",2020,1,"Misiones","N",693,"54"
"Automotores",2020,1,"Neuquén","Q",1348,"58"
"Automotores",2020,1,"Río Negro","R",761,"62"
"Automotores",2020,1,"Salta","A",1050,"66"
"Automotores",2020,1,"San Juan","J",542,"70"
"Automotores",2020,1,"San Luis","D",435,"74"
"Automotores",2020,1,"Santa Cruz","Z",423,"78"
"Automotores",2020,1,"Santa Fe","S",4135,"82"
"Automotores",2020,1,"Santiago del Estero","G",566,"86"
"Automotores",2020,1,"Tierra del Fuego","V",305,"94"
"Automotores",2020,1,"Tucumán","T",1431,"90"
"Automotores",2020,2,"Buenos Aires","B",8104,"06"
"Automotores",2020,2,"Catamarca","K",241,"10"
"Automotores",2020,2,"Chaco","H",568,"22"
"Automotores",2020,2,"Chubut","U",648,"26"
"Automotores",2020,2,"Ciudad Autónoma de Bs.As.","C",4831,"02"
"Automotores",2020,2,"Córdoba","X",2756,"14"
"Automotores",2020,2,"Corrientes","W",546,"18"
"Automotores",2020,2,"Entre Ríos","E",737,"30"
"Automotores",2020,2,"Formosa","P",255,"34"
"Automotores",2020,2,"Jujuy","Y",357,"38"
"Automotores",2020,2,"La Pampa","L",385,"42"
"Automotores",2020,2,"La Rioja","F",155,"46"
"Automotores",2020,2,"Mendoza","M",1056,"50"
"Automotores",2020,2,"Misiones","N",330,"54"
"Automotores",2020,2,"Neuquén","Q",873,"58"
"Automotores",2020,2,"Río Negro","R",504,"62"
"Automotores",2020,2,"Salta","A",686,"66"
"Automotores",2020,2,"San Juan","J",368,"70"
"Automotores",2020,2,"San Luis","D",293,"74"
"Automotores",2020,2,"Santa Cruz","Z",292,"78"
"Automotores",2020,2,"Santa Fe","S",2503,"82"
"Automotores",2020,2,"Santiago del Estero","G",266,"86"
"Automotores",2020,2,"Tierra del Fuego","V",256,"94"
"Automotores",2020,2,"Tucumán","T",794,"90"
"Automotores",2020,3,"Buenos Aires","B",5431,"06"
"Automotores",2020,3,"Catamarca","K",121,"10"
"Automotores",2020,3,"Chaco","H",344,"22"
"Automotores",2020,3,"Chubut","U",451,"26"
"Automotores",2020,3,"Ciudad Autónoma de Bs.As.","C",3294,"02"
"Automotores",2020,3,"Córdoba","X",1609,"14"
"Automotores",2020,3,"Corrientes","W",484,"18"
"Automotores",2020,3,"Entre Ríos","E",484,"30"
"Automotores",2020,3,"Formosa","P",189,"34"
"Automotores",2020,3,"Jujuy","Y",188,"38"
"Automotores",2020,3,"La Pampa","L",242,"42"
"Automotores",2020,3,"La Rioja","F",85,"46"
"Automotores",2020,3,"Mendoza","M",570,"50"
"Automotores",2020,3,"Misiones","N",208,"54"
"Automotores",2020,3,"Neuquén","Q",545,"58"
"Automotores",2020,3,"Río Negro","R",292,"62"
"Automotores",2020,3,"Salta","A",329,"66"
"Automotores",2020,3,"San Juan","J",199,"70"
"Automotores",2020,3,"San Luis","D",188,"74"
"Automotores",2020,3,"Santa Cruz","Z",179,"78"
"Automotores",2020,3,"Santa Fe","S",1633,"82"
"Automotores",2020,3,"Santiago del Estero","G",184,"86"
"Automotores",2020,3,"Tierra del Fuego","V",145,"94"
"Automotores",2020,3,"Tucumán","T",535,"90"
"Automotores",2020,4,"Buenos Aires","B",1156,"06"
"Automotores",2020,4,"Catamarca","K",63,"10"
"Automotores",2020,4,"Chaco","H",102,"22"
"Automotores",2020,4,"Chubut","U",93,"26"
"Automotores",2020,4,"Ciudad Autónoma de Bs.As.","C",540,"02"
"Automotores",2020,4,"Córdoba","X",525,"14"
"Automotores",2020,4,"Corrientes","W",128,"18"
"Automotores",2020,4,"Entre Ríos","E",176,"30"
"Automotores",2020,4,"Formosa","P",70,"34"
"Automotores",2020,4,"Jujuy","Y",103,"38"
"Automotores",2020,4,"La Pampa","L",74,"42"
"Automotores",2020,4,"La Rioja","F",42,"46"
"Automotores",2020,4,"Mendoza","M",144,"50"
"Automotores",2020,4,"Misiones","N",75,"54"
"Automotores",2020,4,"Neuquén","Q",126,"58"
"Automotores",2020,4,"Río Negro","R",62,"62"
"Automotores",2020,4,"Salta","A",162,"66"
"Automotores",2020,4,"San Juan","J",70,"70"
"Automotores",2020,4,"San Luis","D",49,"74"
"Automotores",2020,4,"Santa Cruz","Z",54,"78"
"Automotores",2020,4,"Santa Fe","S",381,"82"
"Automotores",2020,4,"Santiago del Estero","G",26,"86"
"Automotores",2020,4,"Tierra del Fuego","V",50,"94"
"Automotores",2020,4,"Tucumán","T",157,"90"
"Automotores",2020,5,"Buenos Aires","B",5864,"06"
"Automotores",2020,5,"Catamarca","K",216,"10"
"Automotores",2020,5,"Chaco","H",428,"22"
"Automotores",2020,5,"Chubut","U",481,"26"
"Automotores",2020,5,"Ciudad Autónoma de Bs.As.","C",3198,"02"
"Automotores",2020,5,"Córdoba","X",2210,"14"
"Automotores",2020,5,"Corrientes","W",546,"18"
"Automotores",2020,5,"Entre Ríos","E",704,"30"
"Automotores",2020,5,"Formosa","P",180,"34"
"Automotores",2020,5,"Jujuy","Y",296,"38"
"Automotores",2020,5,"La Pampa","L",344,"42"
"Automotores",2020,5,"La Rioja","F",103,"46"
"Automotores",2020,5,"Mendoza","M",812,"50"
"Automotores",2020,5,"Misiones","N",306,"54"
"Automotores",2020,5,"Neuquén","Q",533,"58"
"Automotores",2020,5,"Río Negro","R",296,"62"
"Automotores",2020,5,"Salta","A",544,"66"
"Automotores",2020,5,"San Juan","J",301,"70"
"Automotores",2020,5,"San Luis","D",260,"74"
"Automotores",2020,5,"Santa Cruz","Z",203,"78"
"Automotores",2020,5,"Santa Fe","S",2307,"82"
"Automotores",2020,5,"Santiago del Estero","G",215,"86"
"Automotores",2020,5,"Tierra del Fuego","V",199,"94"
"Automotores",2020,5,"Tucumán","T",730,"90"
"Automotores",2020,6,"Buenos Aires","B",10211,"06"
"Automotores",2020,6,"Catamarca","K",290,"10"
"Automotores",2020,6,"Chaco","H",556,"22"
"Automotores",2020,6,"Chubut","U",678,"26"
"Automotores",2020,6,"Ciudad Autónoma de Bs.As.","C",6675,"02"
"Automotores",2020,6,"Córdoba","X",4392,"14"
"Automotores",2020,6,"Corrientes","W",745,"18"
"Automotores",2020,6,"Entre Ríos","E",1003,"30"
"Automotores",2020,6,"Formosa","P",290,"34"
"Automotores",2020,6,"Jujuy","Y",171,"38"
"Automotores",2020,6,"La Pampa","L",479,"42"
"Automotores",2020,6,"La Rioja","F",215,"46"
"Automotores",2020,6,"Mendoza","M",1592,"50"
"Automotores",2020,6,"Misiones","N",489,"54"
"Automotores",2020,6,"Neuquén","Q",937,"58"
"Automotores",2020,6,"Río Negro","R",532,"62"
"Automotores",2020,6,"Salta","A",807,"66"
"Automotores",2020,6,"San Juan","J",434,"70"
"Automotores",2020,6,"San Luis","D",388,"74"
"Automotores",2020,6,"Santa Cruz","Z",320,"78"
"Automotores",2020,6,"Santa Fe","S",4136,"82"
"Automotores",2020,6,"Santiago del Estero","G",412,"86"
"Automotores",2020,6,"Tierra del Fuego","V",374,"94"
"Automotores",2020,6,"Tucumán","T",1272,"90"
"Automotores",2020,7,"Buenos Aires","B",8362,"06"
"Automotores",2020,7,"Catamarca","K",265,"10"
"Automotores",2020,7,"Chaco","H",634,"22"
"Automotores",2020,7,"Chubut","U",667,"26"
"Automotores",2020,7,"Ciudad Autónoma de Bs.As.","C",4795,"02"
"Automotores",2020,7,"Córdoba","X",3234,"14"
"Automotores",2020,7,"Corrientes","W",686,"18"
"Automotores",2020,7,"Entre Ríos","E",755,"30"
"Automotores",2020,7,"Formosa","P",263,"34"
"Automotores",2020,7,"Jujuy","Y",264,"38"
"Automotores",2020,7,"La Pampa","L",491,"42"
"Automotores",2020,7,"La Rioja","F",152,"46"
"Automotores",2020,7,"Mendoza","M",1152,"50"
"Automotores",2020,7,"Misiones","N",520,"54"
"Automotores",2020,7,"Neuquén","Q",813,"58"
"Automotores",2020,7,"Río Negro","R",464,"62"
"Automotores",2020,7,"Salta","A",705,"66"
"Automotores",2020,7,"San Juan","J",374,"70"
"Automotores",2020,7,"San Luis","D",386,"74"
"Automotores",2020,7,"Santa Cruz","Z",285,"78"
"Automotores",2020,7,"Santa Fe","S",3526,"82"
"Automotores",2020,7,"Santiago del Estero","G",410,"86"
"Automotores",2020,7,"Tierra del Fuego","V",362,"94"
"Automotores",2020,7,"Tucumán","T",1031,"90"
"Automotores",2020,8,"Buenos Aires","B",8677,"06"
"Automotores",2020,8,"Catamarca","K",265,"10"
"Automotores",2020,8,"Chaco","H",683,"22"
"Automotores",2020,8,"Chubut","U",696,"26"
"Automotores",2020,8,"Ciudad Autónoma de Bs.As.","C",5148,"02"
"Automotores",2020,8,"Córdoba","X",3144,"14"
"Automotores",2020,8,"Corrientes","W",735,"18"
"Automotores",2020,8,"Entre Ríos","E",790,"30"
"Automotores",2020,8,"Formosa","P",257,"34"
"Automotores",2020,8,"Jujuy","Y",359,"38"
"Automotores",2020,8,"La Pampa","L",434,"42"
"Automotores",2020,8,"La Rioja","F",137,"46"
"Automotores",2020,8,"Mendoza","M",1243,"50"
"Automotores",2020,8,"Misiones","N",507,"54"
"Automotores",2020,8,"Neuquén","Q",691,"58"
"Automotores",2020,8,"Río Negro","R",418,"62"
"Automotores",2020,8,"Salta","A",713,"66"
"Automotores",2020,8,"San Juan","J",330,"70"
"Automotores",2020,8,"San Luis","D",346,"74"
"Automotores",2020,8,"Santa Cruz","Z",243,"78"
"Automotores",2020,8,"Santa Fe","S",3325,"82"
"Automotores",2020,8,"Santiago del Estero","G",326,"86"
"Automotores",2020,8,"Tierra del Fuego","V",249,"94"
"Automotores",2020,8,"Tucumán","T",1007,"90"
"Automotores",2020,9,"Buenos Aires","B",10654,"06"
"Automotores",2020,9,"Catamarca","K",262,"10"
"Automotores",2020,9,"Chaco","H",702,"22"
"Automotores",2020,9,"Chubut","U",764,"26"
"Automotores",2020,9,"Ciudad Autónoma de Bs.As.","C",5857,"02"
"Automotores",2020,9,"Córdoba","X",3914,"14"
"Automotores",2020,9,"Corrientes","W",713,"18"
"Automotores",2020,9,"Entre Ríos","E",898,"30"
"Automotores",2020,9,"Formosa","P",279,"34"
"Automotores",2020,9,"Jujuy","Y",362,"38"
"Automotores",2020,9,"La Pampa","L",534,"42"
"Automotores",2020,9,"La Rioja","F",168,"46"
"Automotores",2020,9,"Mendoza","M",1260,"50"
"Automotores",2020,9,"Misiones","N",564,"54"
"Automotores",2020,9,"Neuquén","Q",814,"58"
"Automotores",2020,9,"Río Negro","R",517,"62"
"Automotores",2020,9,"Salta","A",636,"66"
"Automotores",2020,9,"San Juan","J",488,"70"
"Automotores",2020,9,"San Luis","D",288,"74"
"Automotores",2020,9,"Santa Cruz","Z",301,"78"
"Automotores",2020,9,"Santa Fe","S",3380,"82"
"Automotores",2020,9,"Santiago del Estero","G",358,"86"
"Automotores",2020,9,"Tierra del Fuego","V",344,"94"
"Automotores",2020,9,"Tucumán","T",1068,"90"
"Automotores",2020,10,"Buenos Aires","B",11237,"06"
"Automotores",2020,10,"Catamarca","K",286,"10"
"Automotores",2020,10,"Chaco","H",743,"22"
"Automotores",2020,10,"Chubut","U",756,"26"
"Automotores",2020,10,"Ciudad Autónoma de Bs.As.","C",6349,"02"
"Automotores",2020,10,"Córdoba","X",4002,"14"
"Automotores",2020,10,"Corrientes","W",788,"18"
"Automotores",2020,10,"Entre Ríos","E",959,"30"
"Automotores",2020,10,"Formosa","P",284,"34"
"Automotores",2020,10,"Jujuy","Y",400,"38"
"Automotores",2020,10,"La Pampa","L",478,"42"
"Automotores",2020,10,"La Rioja","F",260,"46"
"Automotores",2020,10,"Mendoza","M",1335,"50"
"Automotores",2020,10,"Misiones","N",632,"54"
"Automotores",2020,10,"Neuquén","Q",810,"58"
"Automotores",2020,10,"Río Negro","R",592,"62"
"Automotores",2020,10,"Salta","A",820,"66"
"Automotores",2020,10,"San Juan","J",458,"70"
"Automotores",2020,10,"San Luis","D",382,"74"
"Automotores",2020,10,"Santa Cruz","Z",274,"78"
"Automotores",2020,10,"Santa Fe","S",3870,"82"
"Automotores",2020,10,"Santiago del Estero","G",351,"86"
"Automotores",2020,10,"Tierra del Fuego","V",362,"94"
"Automotores",2020,10,"Tucumán","T",1210,"90"
"Automotores",2020,11,"Buenos Aires","B",10094,"06"
"Automotores",2020,11,"Catamarca","K",266,"10"
"Automotores",2020,11,"Chaco","H",609,"22"
"Automotores",2020,11,"Chubut","U",685,"26"
"Automotores",2020,11,"Ciudad Autónoma de Bs.As.","C",6395,"02"
"Automotores",2020,11,"Córdoba","X",3747,"14"
"Automotores",2020,11,"Corrientes","W",720,"18"
"Automotores",2020,11,"Entre Ríos","E",850,"30"
"Automotores",2020,11,"Formosa","P",236,"34"
"Automotores",2020,11,"Jujuy","Y",393,"38"
"Automotores",2020,11,"La Pampa","L",500,"42"
"Automotores",2020,11,"La Rioja","F",205,"46"
"Automotores",2020,11,"Mendoza","M",1220,"50"
"Automotores",2020,11,"Misiones","N",626,"54"
"Automotores",2020,11,"Neuquén","Q",730,"58"
"Automotores",2020,11,"Río Negro","R",542,"62"
"Automotores",2020,11,"Salta","A",837,"66"
"Automotores",2020,11,"San Juan","J",451,"70"
"Automotores",2020,11,"San Luis","D",355,"74"
"Automotores",2020,11,"Santa Cruz","Z",296,"78"
"Automotores",2020,11,"Santa Fe","S",3512,"82"
"Automotores",2020,11,"Santiago del Estero","G",346,"86"
"Automotores",2020,11,"Tierra del Fuego","V",349,"94"
"Automotores",2020,11,"Tucumán","T",1083,"90"
"Automotores",2020,12,"Buenos Aires","B",6271,"06"
"Automotores",2020,12,"Catamarca","K",123,"10"
"Automotores",2020,12,"Chaco","H",338,"22"
"Automotores",2020,12,"Chubut","U",396,"26"
"Automotores",2020,12,"Ciudad Autónoma de Bs.As.","C",4176,"02"
"Automotores",2020,12,"Córdoba","X",2066,"14"
"Automotores",2020,12,"Corrientes","W",395,"18"
"Automotores",2020,12,"Entre Ríos","E",450,"30"
"Automotores",2020,12,"Formosa","P",154,"34"
"Automotores",2020,12,"Jujuy","Y",199,"38"
"Automotores",2020,12,"La Pampa","L",237,"42"
"Automotores",2020,12,"La Rioja","F",130,"46"
"Automotores",2020,12,"Mendoza","M",658,"50"
"Automotores",2020,12,"Misiones","N",303,"54"
"Automotores",2020,12,"Neuquén","Q",384,"58"
"Automotores",2020,12,"Río Negro","R",289,"62"
"Automotores",2020,12,"Salta","A",525,"66"
"Automotores",2020,12,"San Juan","J",206,"70"
"Automotores",2020,12,"San Luis","D",213,"74"
"Automotores",2020,12,"Santa Cruz","Z",182,"78"
"Automotores",2020,12,"Santa Fe","S",1918,"82"
"Automotores",2020,12,"Santiago del Estero","G",218,"86"
"Automotores",2020,12,"Tierra del Fuego","V",288,"94"
"Automotores",2020,12,"Tucumán","T",661,"90"
"Automotores",2021,1,"Buenos Aires","B",14411,"06"
"Automotores",2021,1,"Catamarca","K",395,"10"
"Automotores",2021,1,"Chaco","H",1050,"22"
"Automotores",2021,1,"Chubut","U",1088,"26"
"Automotores",2021,1,"Ciudad Autónoma de Bs.As.","C",8519,"02"
"Automotores",2021,1,"Córdoba","X",5397,"14"
"Automotores",2021,1,"Corrientes","W",1024,"18"
"Automotores",2021,1,"Entre Ríos","E",1229,"30"
"Automotores",2021,1,"Formosa","P",359,"34"
"Automotores",2021,1,"Jujuy","Y",565,"38"
"Automotores",2021,1,"La Pampa","L",670,"42"
"Automotores",2021,1,"La Rioja","F",278,"46"
"Automotores",2021,1,"Mendoza","M",1839,"50"
"Automotores",2021,1,"Misiones","N",839,"54"
"Automotores",2021,1,"Neuquén","Q",1209,"58"
"Automotores",2021,1,"Río Negro","R",736,"62"
"Automotores",2021,1,"Salta","A",1212,"66"
"Automotores",2021,1,"San Juan","J",610,"70"
"Automotores",2021,1,"San Luis","D",523,"74"
"Automotores",2021,1,"Santa Cruz","Z",376,"78"
"Automotores",2021,1,"Santa Fe","S",4830,"82"
"Automotores",2021,1,"Santiago del Estero","G",524,"86"
"Automotores",2021,1,"Tierra del Fuego","V",510,"94"
"Automotores",2021,1,"Tucumán","T",1737,"90"
"Automotores",2021,2,"Buenos Aires","B",8562,"06"
"Automotores",2021,2,"Catamarca","K",214,"10"
"Automotores",2021,2,"Chaco","H",637,"22"
"Automotores",2021,2,"Chubut","U",624,"26"
"Automotores",2021,2,"Ciudad Autónoma de Bs.As.","C",5621,"02"
"Automotores",2021,2,"Córdoba","X",3198,"14"
"Automotores",2021,2,"Corrientes","W",712,"18"
"Automotores",2021,2,"Entre Ríos","E",798,"30"
"Automotores",2021,2,"Formosa","P",235,"34"
"Automotores",2021,2,"Jujuy","Y",345,"38"
"Automotores",2021,2,"La Pampa","L",430,"42"
"Automotores",2021,2,"La Rioja","F",183,"46"
"Automotores",2021,2,"Mendoza","M",1127,"50"
"Automotores",2021,2,"Misiones","N",489,"54"
"Automotores",2021,2,"Neuquén","Q",786,"58"
"Automotores",2021,2,"Río Negro","R",430,"62"
"Automotores",2021,2,"Salta","A",667,"66"
"Automotores",2021,2,"San Juan","J",339,"70"
"Automotores",2021,2,"San Luis","D",329,"74"
"Automotores",2021,2,"Santa Cruz","Z",256,"78"
"Automotores",2021,2,"Santa Fe","S",2938,"82"
"Automotores",2021,2,"Santiago del Estero","G",378,"86"
"Automotores",2021,2,"Tierra del Fuego","V",300,"94"
"Automotores",2021,2,"Tucumán","T",1034,"90"
"Automotores",2021,3,"Buenos Aires","B",10527,"06"
"Automotores",2021,3,"Catamarca","K",290,"10"
"Automotores",2021,3,"Chaco","H",751,"22"
"Automotores",2021,3,"Chubut","U",794,"26"
"Automotores",2021,3,"Ciudad Autónoma de Bs.As.","C",6567,"02"
"Automotores",2021,3,"Córdoba","X",4034,"14"
"Automotores",2021,3,"Corrientes","W",896,"18"
"Automotores",2021,3,"Entre Ríos","E",918,"30"
"Automotores",2021,3,"Formosa","P",310,"34"
"Automotores",2021,3,"Jujuy","Y",402,"38"
"Automotores",2021,3,"La Pampa","L",499,"42"
"Automotores",2021,3,"La Rioja","F",218,"46"
"Automotores",2021,3,"Mendoza","M",1338,"50"
"Automotores",2021,3,"Misiones","N",559,"54"
"Automotores",2021,3,"Neuquén","Q",853,"58"
"Automotores",2021,3,"Río Negro","R",553,"62"
"Automotores",2021,3,"Salta","A",966,"66"
"Automotores",2021,3,"San Juan","J",450,"70"
"Automotores",2021,3,"San Luis","D",365,"74"
"Automotores",2021,3,"Santa Cruz","Z",315,"78"
"Automotores",2021,3,"Santa Fe","S",3399,"82"
"Automotores",2021,3,"Santiago del Estero","G",424,"86"
"Automotores",2021,3,"Tierra del Fuego","V",358,"94"
"Automotores",2021,3,"Tucumán","T",1289,"90"
"Automotores",2021,4,"Buenos Aires","B",9289,"06"
"Automotores",2021,4,"Catamarca","K",284,"10"
"Automotores",2021,4,"Chaco","H",670,"22"
"Automotores",2021,4,"Chubut","U",688,"26"
"Automotores",2021,4,"Ciudad Autónoma de Bs.As.","C",6026,"02"
"Automotores",2021,4,"Córdoba","X",3559,"14"
"Automotores",2021,4,"Corrientes","W",719,"18"
"Automotores",2021,4,"Entre Ríos","E",849,"30"
"Automotores",2021,4,"Formosa","P",299,"34"
"Automotores",2021,4,"Jujuy","Y",349,"38"
"Automotores",2021,4,"La Pampa","L",452,"42"
"Automotores",2021,4,"La Rioja","F",204,"46"
"Automotores",2021,4,"Mendoza","M",1251,"50"
"Automotores",2021,4,"Misiones","N",493,"54"
"Automotores",2021,4,"Neuquén","Q",687,"58"
"Automotores",2021,4,"Río Negro","R",427,"62"
"Automotores",2021,4,"Salta","A",666,"66"
"Automotores",2021,4,"San Juan","J",353,"70"
"Automotores",2021,4,"San Luis","D",335,"74"
"Automotores",2021,4,"Santa Cruz","Z",227,"78"
"Automotores",2021,4,"Santa Fe","S",3094,"82"
"Automotores",2021,4,"Santiago del Estero","G",335,"86"
"Automotores",2021,4,"Tierra del Fuego","V",315,"94"
"Automotores",2021,4,"Tucumán","T",1074,"90"
"Automotores",2021,5,"Buenos Aires","B",6425,"06"
"Automotores",2021,5,"Catamarca","K",165,"10"
"Automotores",2021,5,"Chaco","H",508,"22"
"Automotores",2021,5,"Chubut","U",526,"26"
"Automotores",2021,5,"Ciudad Autónoma de Bs.As.","C",4286,"02"
"Automotores",2021,5,"Córdoba","X",2460,"14"
"Automotores",2021,5,"Corrientes","W",516,"18"
"Automotores",2021,5,"Entre Ríos","E",616,"30"
"Automotores",2021,5,"Formosa","P",149,"34"
"Automotores",2021,5,"Jujuy","Y",299,"38"
"Automotores",2021,5,"La Pampa","L",308,"42"
"Automotores",2021,5,"La Rioja","F",140,"46"
"Automotores",2021,5,"Mendoza","M",805,"50"
"Automotores",2021,5,"Misiones","N",390,"54"
"Automotores",2021,5,"Neuquén","Q",509,"58"
"Automotores",2021,5,"Río Negro","R",308,"62"
"Automotores",2021,5,"Salta","A",524,"66"
"Automotores",2021,5,"San Juan","J",283,"70"
"Automotores",2021,5,"San Luis","D",215,"74"
"Automotores",2021,5,"Santa Cruz","Z",213,"78"
"Automotores",2021,5,"Santa Fe","S",2212,"82"
"Automotores",2021,5,"Santiago del Estero","G",211,"86"
"Automotores",2021,5,"Tierra del Fuego","V",269,"94"
"Automotores",2021,5,"Tucumán","T",746,"90"
"Automotores",2021,6,"Buenos Aires","B",10712,"06"
"Automotores",2021,6,"Catamarca","K",323,"10"
"Automotores",2021,6,"Chaco","H",885,"22"
"Automotores",2021,6,"Chubut","U",741,"26"
"Automotores",2021,6,"Ciudad Autónoma de Bs.As.","C",7112,"02"
"Automotores",2021,6,"Córdoba","X",4277,"14"
"Automotores",2021,6,"Corrientes","W",801,"18"
"Automotores",2021,6,"Entre Ríos","E",918,"30"
"Automotores",2021,6,"Formosa","P",287,"34"
"Automotores",2021,6,"Jujuy","Y",431,"38"
"Automotores",2021,6,"La Pampa","L",497,"42"
"Automotores",2021,6,"La Rioja","F",215,"46"
"Automotores",2021,6,"Mendoza","M",1368,"50"
"Automotores",2021,6,"Misiones","N",579,"54"
"Automotores",2021,6,"Neuquén","Q",798,"58"
"Automotores",2021,6,"Río Negro","R",521,"62"
"Automotores",2021,6,"Salta","A",848,"66"
"Automotores",2021,6,"San Juan","J",411,"70"
"Automotores",2021,6,"San Luis","D",400,"74"
"Automotores",2021,6,"Santa Cruz","Z",353,"78"
"Automotores",2021,6,"Santa Fe","S",3791,"82"
"Automotores",2021,6,"Santiago del Estero","G",453,"86"
"Automotores",2021,6,"Tierra del Fuego","V",360,"94"
"Automotores",2021,6,"Tucumán","T",1352,"90"
"Automotores",2021,7,"Buenos Aires","B",9081,"06"
"Automotores",2021,7,"Catamarca","K",264,"10"
"Automotores",2021,7,"Chaco","H",716,"22"
"Automotores",2021,7,"Chubut","U",604,"26"
"Automotores",2021,7,"Ciudad Autónoma de Bs.As.","C",6133,"02"
"Automotores",2021,7,"Córdoba","X",3835,"14"
"Automotores",2021,7,"Corrientes","W",753,"18"
"Automotores",2021,7,"Entre Ríos","E",864,"30"
"Automotores",2021,7,"Formosa","P",263,"34"
"Automotores",2021,7,"Jujuy","Y",383,"38"
"Automotores",2021,7,"La Pampa","L",405,"42"
"Automotores",2021,7,"La Rioja","F",158,"46"
"Automotores",2021,7,"Mendoza","M",1109,"50"
"Automotores",2021,7,"Misiones","N",505,"54"
"Automotores",2021,7,"Neuquén","Q",767,"58"
"Automotores",2021,7,"Río Negro","R",463,"62"
"Automotores",2021,7,"Salta","A",757,"66"
"Automotores",2021,7,"San Juan","J",358,"70"
"Automotores",2021,7,"San Luis","D",356,"74"
"Automotores",2021,7,"Santa Cruz","Z",280,"78"
"Automotores",2021,7,"Santa Fe","S",3312,"82"
"Automotores",2021,7,"Santiago del Estero","G",351,"86"
"Automotores",2021,7,"Tierra del Fuego","V",349,"94"
"Automotores",2021,7,"Tucumán","T",1103,"90"
"Automotores",2021,8,"Buenos Aires","B",8781,"06"
"Automotores",2021,8,"Catamarca","K",269,"10"
"Automotores",2021,8,"Chaco","H",579,"22"
"Automotores",2021,8,"Chubut","U",651,"26"
"Automotores",2021,8,"Ciudad Autónoma de Bs.As.","C",5804,"02"
"Automotores",2021,8,"Córdoba","X",3799,"14"
"Automotores",2021,8,"Corrientes","W",718,"18"
"Automotores",2021,8,"Entre Ríos","E",752,"30"
"Automotores",2021,8,"Formosa","P",276,"34"
"Automotores",2021,8,"Jujuy","Y",359,"38"
"Automotores",2021,8,"La Pampa","L",395,"42"
"Automotores",2021,8,"La Rioja","F",195,"46"
"Automotores",2021,8,"Mendoza","M",1114,"50"
"Automotores",2021,8,"Misiones","N",467,"54"
"Automotores",2021,8,"Neuquén","Q",709,"58"
"Automotores",2021,8,"Río Negro","R",425,"62"
"Automotores",2021,8,"Salta","A",739,"66"
"Automotores",2021,8,"San Juan","J",384,"70"
"Automotores",2021,8,"San Luis","D",343,"74"
"Automotores",2021,8,"Santa Cruz","Z",233,"78"
"Automotores",2021,8,"Santa Fe","S",3124,"82"
"Automotores",2021,8,"Santiago del Estero","G",379,"86"
"Automotores",2021,8,"Tierra del Fuego","V",372,"94"
"Automotores",2021,8,"Tucumán","T",1131,"90"
"Automotores",2021,9,"Buenos Aires","B",8881,"06"
"Automotores",2021,9,"Catamarca","K",229,"10"
"Automotores",2021,9,"Chaco","H",713,"22"
"Automotores",2021,9,"Chubut","U",705,"26"
"Automotores",2021,9,"Ciudad Autónoma de Bs.As.","C",6060,"02"
"Automotores",2021,9,"Córdoba","X",3549,"14"
"Automotores",2021,9,"Corrientes","W",716,"18"
"Automotores",2021,9,"Entre Ríos","E",739,"30"
"Automotores",2021,9,"Formosa","P",226,"34"
"Automotores",2021,9,"Jujuy","Y",359,"38"
"Automotores",2021,9,"La Pampa","L",397,"42"
